"date","geography","geography code","Residence type: Total; measures: Value","Residence type: Lives in a household; measures: Value","Residence type: Lives in a communal establishment; measures: Value"
"2021","E00074202","E00074202",433,415,18
"2021","E00074205","E00074205",334,334,0
"2021","E00074227","E00074227",322,322,0
"2021","E00073185","E00073185",356,356,0
"2021","E00073187","E00073187",370,370,0
"2021","E00073192","E00073192",279,279,0
"2021","E00073216","E00073216",367,367,0
"2021","E00073220","E00073220",366,366,0
"2021","E00073215","E00073215",321,321,0
"2021","E00073219","E00073219",356,356,0
"2021","E00073221","E00073221",295,295,0
"2021","E00073222","E00073222",403,403,0
"2021","E00073223","E00073223",326,326,0
"2021","E00073943","E00073943",363,363,0
"2021","E00073947","E00073947",306,305,1
"2021","E00073949","E00073949",244,244,0
"2021","E00073950","E00073950",343,343,0
"2021","E00073951","E00073951",278,272,6
"2021","E00073954","E00073954",276,276,0
"2021","E00073938","E00073938",281,281,0
"2021","E00073942","E00073942",342,342,0
"2021","E00073944","E00073944",294,294,0
"2021","E00073946","E00073946",375,375,0
"2021","E00073948","E00073948",293,293,0
"2021","E00073937","E00073937",354,354,0
"2021","E00073939","E00073939",382,382,0
"2021","E00073940","E00073940",232,232,0
"2021","E00073941","E00073941",360,360,0
"2021","E00073945","E00073945",342,342,0
"2021","E00073895","E00073895",299,299,0
"2021","E00073918","E00073918",339,339,0
"2021","E00073921","E00073921",256,255,1
"2021","E00073922","E00073922",336,336,0
"2021","E00073899","E00073899",380,380,0
"2021","E00073923","E00073923",361,350,11
"2021","E00073927","E00073927",351,351,0
"2021","E00073928","E00073928",377,377,0
"2021","E00178065","E00178065",212,212,0
"2021","E00178071","E00178071",227,227,0
"2021","E00178098","E00178098",295,295,0
"2021","E00073898","E00073898",392,392,0
"2021","E00073900","E00073900",360,360,0
"2021","E00073906","E00073906",339,339,0
"2021","E00073907","E00073907",363,363,0
"2021","E00073926","E00073926",416,416,0
"2021","E00073908","E00073908",314,314,0
"2021","E00073909","E00073909",291,291,0
"2021","E00073910","E00073910",270,270,0
"2021","E00073913","E00073913",354,354,0
"2021","E00073916","E00073916",332,332,0
"2021","E00073896","E00073896",348,348,0
"2021","E00073919","E00073919",407,407,0
"2021","E00174237","E00174237",329,329,0
"2021","E00174246","E00174246",268,268,0
"2021","E00174306","E00174306",299,299,0
"2021","E00174328","E00174328",258,258,0
"2021","E00174329","E00174329",325,325,0
"2021","E00073897","E00073897",332,332,0
"2021","E00073901","E00073901",403,403,0
"2021","E00073902","E00073902",317,317,0
"2021","E00073904","E00073904",418,418,0
"2021","E00073925","E00073925",389,389,0
"2021","E00074060","E00074060",433,433,0
"2021","E00074061","E00074061",408,408,0
"2021","E00074062","E00074062",350,350,0
"2021","E00074066","E00074066",323,323,0
"2021","E00174226","E00174226",324,324,0
"2021","E00174228","E00174228",342,342,0
"2021","E00074045","E00074045",333,333,0
"2021","E00074046","E00074046",492,451,41
"2021","E00074063","E00074063",339,339,0
"2021","E00074067","E00074067",289,289,0
"2021","E00074069","E00074069",320,320,0
"2021","E00073818","E00073818",343,343,0
"2021","E00073836","E00073836",204,204,0
"2021","E00073837","E00073837",309,309,0
"2021","E00073847","E00073847",317,317,0
"2021","E00073849","E00073849",376,364,12
"2021","E00074346","E00074346",243,243,0
"2021","E00074349","E00074349",307,307,0
"2021","E00074353","E00074353",304,304,0
"2021","E00074354","E00074354",298,298,0
"2021","E00074355","E00074355",296,296,0
"2021","E00074340","E00074340",356,356,0
"2021","E00074341","E00074341",335,335,0
"2021","E00074343","E00074343",235,235,0
"2021","E00074344","E00074344",229,229,0
"2021","E00074348","E00074348",206,204,2
"2021","E00074351","E00074351",276,264,12
"2021","E00074336","E00074336",351,267,84
"2021","E00074339","E00074339",316,316,0
"2021","E00074342","E00074342",376,341,35
"2021","E00074350","E00074350",308,308,0
"2021","E00074352","E00074352",324,324,0
"2021","E00073930","E00073930",303,303,0
"2021","E00073952","E00073952",244,244,0
"2021","E00073955","E00073955",360,360,0
"2021","E00073958","E00073958",320,320,0
"2021","E00073960","E00073960",298,298,0
"2021","E00073929","E00073929",288,288,0
"2021","E00073953","E00073953",259,259,0
"2021","E00073956","E00073956",314,314,0
"2021","E00073957","E00073957",290,290,0
"2021","E00073959","E00073959",373,373,0
"2021","E00073931","E00073931",290,290,0
"2021","E00073932","E00073932",320,320,0
"2021","E00073933","E00073933",244,244,0
"2021","E00073935","E00073935",336,336,0
"2021","E00073936","E00073936",276,276,0
"2021","E00073934","E00073934",271,271,0
"2021","E00073961","E00073961",350,350,0
"2021","E00073962","E00073962",313,313,0
"2021","E00073963","E00073963",381,381,0
"2021","E00073964","E00073964",389,389,0
"2021","E00073191","E00073191",285,285,0
"2021","E00073194","E00073194",321,321,0
"2021","E00073196","E00073196",233,233,0
"2021","E00073197","E00073197",376,376,0
"2021","E00073198","E00073198",206,206,0
"2021","E00073208","E00073208",249,249,0
"2021","E00073184","E00073184",336,336,0
"2021","E00073195","E00073195",343,343,0
"2021","E00073199","E00073199",294,294,0
"2021","E00073200","E00073200",290,290,0
"2021","E00073202","E00073202",334,327,7
"2021","E00073193","E00073193",348,348,0
"2021","E00073201","E00073201",264,264,0
"2021","E00073204","E00073204",295,295,0
"2021","E00073207","E00073207",298,298,0
"2021","E00073210","E00073210",374,374,0
"2021","E00073183","E00073183",320,312,8
"2021","E00073203","E00073203",295,295,0
"2021","E00073205","E00073205",397,397,0
"2021","E00073206","E00073206",456,441,15
"2021","E00073209","E00073209",293,293,0
"2021","E00073211","E00073211",500,500,0
"2021","E00073212","E00073212",394,384,10
"2021","E00073213","E00073213",347,347,0
"2021","E00073217","E00073217",321,321,0
"2021","E00073218","E00073218",385,385,0
"2021","E00073186","E00073186",290,290,0
"2021","E00073188","E00073188",279,279,0
"2021","E00073189","E00073189",307,307,0
"2021","E00073190","E00073190",416,343,73
"2021","E00073214","E00073214",406,406,0
"2021","E00074347","E00074347",333,333,0
"2021","E00074356","E00074356",319,319,0
"2021","E00074357","E00074357",331,331,0
"2021","E00074358","E00074358",347,347,0
"2021","E00074361","E00074361",373,373,0
"2021","E00074338","E00074338",323,323,0
"2021","E00074345","E00074345",267,267,0
"2021","E00074359","E00074359",266,266,0
"2021","E00074360","E00074360",343,343,0
"2021","E00074362","E00074362",367,356,11
"2021","E00074327","E00074327",178,176,2
"2021","E00074329","E00074329",340,340,0
"2021","E00074330","E00074330",366,248,118
"2021","E00074331","E00074331",462,342,120
"2021","E00074332","E00074332",344,344,0
"2021","E00074328","E00074328",282,282,0
"2021","E00074333","E00074333",387,300,87
"2021","E00074334","E00074334",269,269,0
"2021","E00074335","E00074335",315,315,0
"2021","E00074337","E00074337",271,271,0
"2021","E00073272","E00073272",358,358,0
"2021","E00073292","E00073292",548,548,0
"2021","E00073293","E00073293",401,401,0
"2021","E00073294","E00073294",441,430,11
"2021","E00073299","E00073299",379,379,0
"2021","E00073892","E00073892",318,318,0
"2021","E00073905","E00073905",585,585,0
"2021","E00073911","E00073911",312,312,0
"2021","E00073912","E00073912",407,407,0
"2021","E00073914","E00073914",371,371,0
"2021","E00073893","E00073893",385,385,0
"2021","E00073894","E00073894",392,392,0
"2021","E00073915","E00073915",502,488,14
"2021","E00073917","E00073917",368,297,71
"2021","E00074048","E00074048",330,330,0
"2021","E00074072","E00074072",394,394,0
"2021","E00074073","E00074073",344,341,3
"2021","E00074075","E00074075",318,318,0
"2021","E00074078","E00074078",335,335,0
"2021","E00073839","E00073839",343,343,0
"2021","E00073845","E00073845",338,338,0
"2021","E00073846","E00073846",285,285,0
"2021","E00073848","E00073848",334,334,0
"2021","E00073851","E00073851",271,271,0
"2021","E00073833","E00073833",352,352,0
"2021","E00073840","E00073840",349,349,0
"2021","E00073842","E00073842",351,351,0
"2021","E00073843","E00073843",355,355,0
"2021","E00073834","E00073834",282,282,0
"2021","E00073835","E00073835",325,325,0
"2021","E00073838","E00073838",343,343,0
"2021","E00073841","E00073841",323,323,0
"2021","E00073844","E00073844",350,350,0
"2021","E00073819","E00073819",281,281,0
"2021","E00073822","E00073822",436,436,0
"2021","E00073823","E00073823",250,237,13
"2021","E00073825","E00073825",368,368,0
"2021","E00073850","E00073850",309,309,0
"2021","E00073600","E00073600",465,319,146
"2021","E00073622","E00073622",314,314,0
"2021","E00073624","E00073624",261,261,0
"2021","E00073626","E00073626",304,304,0
"2021","E00073629","E00073629",380,380,0
"2021","E00073617","E00073617",259,259,0
"2021","E00073618","E00073618",319,269,50
"2021","E00073619","E00073619",390,390,0
"2021","E00073620","E00073620",316,316,0
"2021","E00073621","E00073621",369,369,0
"2021","E00073679","E00073679",196,196,0
"2021","E00073695","E00073695",323,323,0
"2021","E00073701","E00073701",237,214,23
"2021","E00073702","E00073702",290,290,0
"2021","E00073703","E00073703",255,255,0
"2021","E00073704","E00073704",251,251,0
"2021","E00073673","E00073673",244,244,0
"2021","E00073676","E00073676",455,455,0
"2021","E00073681","E00073681",515,264,251
"2021","E00073700","E00073700",259,235,24
"2021","E00073707","E00073707",275,275,0
"2021","E00073672","E00073672",375,373,2
"2021","E00073690","E00073690",371,371,0
"2021","E00073693","E00073693",467,451,16
"2021","E00174283","E00174283",331,331,0
"2021","E00174323","E00174323",215,108,107
"2021","E00178092","E00178092",443,378,65
"2021","E00178094","E00178094",149,149,0
"2021","E00073677","E00073677",348,348,0
"2021","E00073678","E00073678",284,284,0
"2021","E00073680","E00073680",288,288,0
"2021","E00073688","E00073688",334,334,0
"2021","E00073706","E00073706",379,379,0
"2021","E00073684","E00073684",322,307,15
"2021","E00073696","E00073696",320,320,0
"2021","E00073698","E00073698",471,471,0
"2021","E00073699","E00073699",342,342,0
"2021","E00178068","E00178068",163,163,0
"2021","E00178107","E00178107",205,205,0
"2021","E00178108","E00178108",537,537,0
"2021","E00073675","E00073675",258,258,0
"2021","E00073682","E00073682",359,352,7
"2021","E00073689","E00073689",319,319,0
"2021","E00073692","E00073692",411,393,18
"2021","E00073705","E00073705",294,294,0
"2021","E00073708","E00073708",303,303,0
"2021","E00073674","E00073674",326,319,7
"2021","E00073683","E00073683",398,398,0
"2021","E00073685","E00073685",322,319,3
"2021","E00073691","E00073691",337,337,0
"2021","E00073697","E00073697",341,341,0
"2021","E00074064","E00074064",309,309,0
"2021","E00074065","E00074065",296,296,0
"2021","E00074068","E00074068",232,232,0
"2021","E00074070","E00074070",324,324,0
"2021","E00178057","E00178057",494,435,59
"2021","E00178095","E00178095",174,174,0
"2021","E00178102","E00178102",393,393,0
"2021","E00074047","E00074047",337,337,0
"2021","E00074071","E00074071",180,180,0
"2021","E00074074","E00074074",344,344,0
"2021","E00074076","E00074076",325,325,0
"2021","E00074077","E00074077",394,394,0
"2021","E00074049","E00074049",360,360,0
"2021","E00074050","E00074050",215,215,0
"2021","E00074051","E00074051",393,383,10
"2021","E00074052","E00074052",326,301,25
"2021","E00074054","E00074054",425,414,11
"2021","E00074053","E00074053",400,400,0
"2021","E00074055","E00074055",533,533,0
"2021","E00074056","E00074056",371,371,0
"2021","E00074057","E00074057",436,436,0
"2021","E00074058","E00074058",460,460,0
"2021","E00074304","E00074304",266,266,0
"2021","E00074309","E00074309",320,320,0
"2021","E00074310","E00074310",270,248,22
"2021","E00074311","E00074311",198,198,0
"2021","E00074312","E00074312",222,222,0
"2021","E00074314","E00074314",274,274,0
"2021","E00074315","E00074315",278,278,0
"2021","E00074316","E00074316",305,305,0
"2021","E00178077","E00178077",117,117,0
"2021","E00178106","E00178106",616,232,384
"2021","E00074317","E00074317",341,341,0
"2021","E00074318","E00074318",289,289,0
"2021","E00074319","E00074319",342,342,0
"2021","E00074320","E00074320",354,354,0
"2021","E00074301","E00074301",338,338,0
"2021","E00074302","E00074302",377,345,32
"2021","E00074323","E00074323",320,320,0
"2021","E00074325","E00074325",242,242,0
"2021","E00074303","E00074303",224,224,0
"2021","E00074306","E00074306",265,265,0
"2021","E00074308","E00074308",275,275,0
"2021","E00074321","E00074321",314,314,0
"2021","E00074326","E00074326",249,249,0
"2021","E00074307","E00074307",343,343,0
"2021","E00074322","E00074322",374,374,0
"2021","E00074324","E00074324",302,302,0
"2021","E00174331","E00174331",120,120,0
"2021","E00178063","E00178063",158,83,75
"2021","E00178064","E00178064",2164,146,2018
"2021","E00073268","E00073268",424,424,0
"2021","E00073270","E00073270",396,396,0
"2021","E00073273","E00073273",282,282,0
"2021","E00073281","E00073281",426,426,0
"2021","E00073297","E00073297",364,364,0
"2021","E00073264","E00073264",362,362,0
"2021","E00073276","E00073276",325,325,0
"2021","E00073285","E00073285",375,375,0
"2021","E00178074","E00178074",376,376,0
"2021","E00178103","E00178103",242,242,0
"2021","E00073263","E00073263",403,403,0
"2021","E00073269","E00073269",401,401,0
"2021","E00174281","E00174281",283,283,0
"2021","E00174332","E00174332",291,291,0
"2021","E00174333","E00174333",258,258,0
"2021","E00178052","E00178052",276,276,0
"2021","E00178053","E00178053",441,441,0
"2021","E00178100","E00178100",245,245,0
"2021","E00073277","E00073277",330,330,0
"2021","E00073282","E00073282",423,423,0
"2021","E00073283","E00073283",342,342,0
"2021","E00073286","E00073286",338,338,0
"2021","E00073284","E00073284",204,204,0
"2021","E00073288","E00073288",317,317,0
"2021","E00073289","E00073289",365,365,0
"2021","E00073290","E00073290",316,316,0
"2021","E00073291","E00073291",338,338,0
"2021","E00073267","E00073267",277,277,0
"2021","E00073278","E00073278",393,393,0
"2021","E00073280","E00073280",360,360,0
"2021","E00073287","E00073287",293,293,0
"2021","E00073295","E00073295",339,339,0
"2021","E00073266","E00073266",329,329,0
"2021","E00073271","E00073271",480,480,0
"2021","E00073274","E00073274",599,321,278
"2021","E00073296","E00073296",314,314,0
"2021","E00073298","E00073298",413,413,0
"2021","E00073300","E00073300",271,271,0
"2021","E00073820","E00073820",273,262,11
"2021","E00073824","E00073824",327,327,0
"2021","E00073826","E00073826",333,320,13
"2021","E00073828","E00073828",272,256,16
"2021","E00073829","E00073829",258,258,0
"2021","E00073821","E00073821",236,236,0
"2021","E00073827","E00073827",390,390,0
"2021","E00073830","E00073830",351,351,0
"2021","E00073831","E00073831",304,304,0
"2021","E00073832","E00073832",276,276,0
"2021","E00074093","E00074093",424,424,0
"2021","E00074094","E00074094",358,358,0
"2021","E00074097","E00074097",373,373,0
"2021","E00074098","E00074098",321,321,0
"2021","E00074109","E00074109",450,450,0
"2021","E00074095","E00074095",379,379,0
"2021","E00074096","E00074096",346,346,0
"2021","E00074099","E00074099",289,289,0
"2021","E00074100","E00074100",351,351,0
"2021","E00074103","E00074103",345,345,0
"2021","E00074081","E00074081",497,497,0
"2021","E00074101","E00074101",325,251,74
"2021","E00074105","E00074105",393,393,0
"2021","E00074107","E00074107",241,241,0
"2021","E00074110","E00074110",310,287,23
"2021","E00074112","E00074112",350,350,0
"2021","E00073856","E00073856",331,331,0
"2021","E00073858","E00073858",314,291,23
"2021","E00073880","E00073880",388,388,0
"2021","E00073885","E00073885",326,326,0
"2021","E00073888","E00073888",386,386,0
"2021","E00073872","E00073872",377,377,0
"2021","E00073873","E00073873",392,392,0
"2021","E00073874","E00073874",398,398,0
"2021","E00073879","E00073879",415,415,0
"2021","E00073870","E00073870",377,377,0
"2021","E00073871","E00073871",320,320,0
"2021","E00073876","E00073876",374,374,0
"2021","E00073878","E00073878",297,297,0
"2021","E00073883","E00073883",383,383,0
"2021","E00073890","E00073890",348,348,0
"2021","E00073866","E00073866",337,337,0
"2021","E00073867","E00073867",309,308,1
"2021","E00073868","E00073868",295,295,0
"2021","E00073869","E00073869",324,324,0
"2021","E00073627","E00073627",428,427,1
"2021","E00073630","E00073630",458,458,0
"2021","E00073632","E00073632",407,406,1
"2021","E00073633","E00073633",262,262,0
"2021","E00073634","E00073634",490,490,0
"2021","E00073598","E00073598",361,361,0
"2021","E00073601","E00073601",282,282,0
"2021","E00073602","E00073602",339,339,0
"2021","E00073625","E00073625",355,355,0
"2021","E00073631","E00073631",333,333,0
"2021","E00073635","E00073635",356,356,0
"2021","E00073604","E00073604",396,394,2
"2021","E00073608","E00073608",314,314,0
"2021","E00073609","E00073609",319,300,19
"2021","E00073623","E00073623",358,357,1
"2021","E00073628","E00073628",225,225,0
"2021","E00073599","E00073599",243,243,0
"2021","E00073606","E00073606",399,373,26
"2021","E00073613","E00073613",302,302,0
"2021","E00073614","E00073614",568,568,0
"2021","E00073615","E00073615",395,395,0
"2021","E00073616","E00073616",339,339,0
"2021","E00073159","E00073159",336,336,0
"2021","E00073162","E00073162",393,393,0
"2021","E00073163","E00073163",341,341,0
"2021","E00073165","E00073165",341,341,0
"2021","E00073170","E00073170",575,506,69
"2021","E00073152","E00073152",407,407,0
"2021","E00073153","E00073153",513,513,0
"2021","E00073154","E00073154",379,379,0
"2021","E00073155","E00073155",362,362,0
"2021","E00073157","E00073157",409,409,0
"2021","E00074102","E00074102",291,291,0
"2021","E00074104","E00074104",330,330,0
"2021","E00074106","E00074106",329,329,0
"2021","E00074113","E00074113",305,305,0
"2021","E00074114","E00074114",346,346,0
"2021","E00074083","E00074083",330,326,4
"2021","E00074084","E00074084",269,269,0
"2021","E00074086","E00074086",280,280,0
"2021","E00074087","E00074087",372,372,0
"2021","E00074089","E00074089",344,344,0
"2021","E00074079","E00074079",331,331,0
"2021","E00074080","E00074080",297,297,0
"2021","E00074082","E00074082",286,286,0
"2021","E00074090","E00074090",316,311,5
"2021","E00074091","E00074091",284,284,0
"2021","E00074085","E00074085",256,256,0
"2021","E00074088","E00074088",552,484,68
"2021","E00074092","E00074092",248,248,0
"2021","E00074108","E00074108",368,368,0
"2021","E00074111","E00074111",284,284,0
"2021","E00073853","E00073853",338,338,0
"2021","E00073877","E00073877",376,376,0
"2021","E00073886","E00073886",343,343,0
"2021","E00073889","E00073889",314,314,0
"2021","E00073891","E00073891",384,384,0
"2021","E00073852","E00073852",321,321,0
"2021","E00073854","E00073854",314,313,1
"2021","E00073875","E00073875",400,400,0
"2021","E00073881","E00073881",408,408,0
"2021","E00073882","E00073882",342,342,0
"2021","E00073855","E00073855",247,247,0
"2021","E00073859","E00073859",584,584,0
"2021","E00073860","E00073860",178,178,0
"2021","E00073884","E00073884",295,295,0
"2021","E00073887","E00073887",435,435,0
"2021","E00174280","E00174280",272,268,4
"2021","E00174320","E00174320",315,315,0
"2021","E00174327","E00174327",387,387,0
"2021","E00073857","E00073857",404,404,0
"2021","E00073861","E00073861",379,379,0
"2021","E00073862","E00073862",547,547,0
"2021","E00073864","E00073864",525,513,12
"2021","E00073865","E00073865",339,339,0
"2021","E00073521","E00073521",345,345,0
"2021","E00073530","E00073530",352,352,0
"2021","E00073554","E00073554",288,288,0
"2021","E00073557","E00073557",368,368,0
"2021","E00073558","E00073558",330,330,0
"2021","E00073526","E00073526",320,320,0
"2021","E00073527","E00073527",328,328,0
"2021","E00073528","E00073528",329,298,31
"2021","E00073529","E00073529",315,315,0
"2021","E00073555","E00073555",263,263,0
"2021","E00073556","E00073556",256,256,0
"2021","E00073522","E00073522",321,321,0
"2021","E00073531","E00073531",342,342,0
"2021","E00073532","E00073532",539,539,0
"2021","E00073533","E00073533",304,304,0
"2021","E00073535","E00073535",218,218,0
"2021","E00073540","E00073540",212,212,0
"2021","E00073523","E00073523",252,252,0
"2021","E00073524","E00073524",297,297,0
"2021","E00073534","E00073534",285,285,0
"2021","E00073539","E00073539",208,208,0
"2021","E00073542","E00073542",294,294,0
"2021","E00073543","E00073543",324,324,0
"2021","E00073541","E00073541",328,317,11
"2021","E00073544","E00073544",282,282,0
"2021","E00073546","E00073546",413,413,0
"2021","E00073550","E00073550",336,336,0
"2021","E00073551","E00073551",337,337,0
"2021","E00073416","E00073416",301,301,0
"2021","E00073426","E00073426",371,371,0
"2021","E00073440","E00073440",274,274,0
"2021","E00073442","E00073442",411,401,10
"2021","E00073443","E00073443",273,273,0
"2021","E00073444","E00073444",239,239,0
"2021","E00073536","E00073536",217,217,0
"2021","E00073537","E00073537",353,353,0
"2021","E00073538","E00073538",267,267,0
"2021","E00073547","E00073547",263,263,0
"2021","E00073552","E00073552",295,271,24
"2021","E00073553","E00073553",273,273,0
"2021","E00073520","E00073520",322,322,0
"2021","E00073525","E00073525",331,331,0
"2021","E00073545","E00073545",404,401,3
"2021","E00073548","E00073548",439,439,0
"2021","E00073549","E00073549",295,295,0
"2021","E00073424","E00073424",280,280,0
"2021","E00174043","E00174043",402,156,246
"2021","E00174243","E00174243",321,321,0
"2021","E00178044","E00178044",620,170,450
"2021","E00178045","E00178045",352,156,196
"2021","E00073414","E00073414",323,278,45
"2021","E00073419","E00073419",300,300,0
"2021","E00073422","E00073422",238,238,0
"2021","E00073439","E00073439",262,262,0
"2021","E00073441","E00073441",254,253,1
"2021","E00073487","E00073487",289,289,0
"2021","E00073513","E00073513",294,294,0
"2021","E00073516","E00073516",360,358,2
"2021","E00073517","E00073517",273,273,0
"2021","E00073518","E00073518",242,242,0
"2021","E00073519","E00073519",346,346,0
"2021","E00073509","E00073509",308,308,0
"2021","E00073510","E00073510",292,292,0
"2021","E00073511","E00073511",262,262,0
"2021","E00073512","E00073512",333,333,0
"2021","E00073514","E00073514",358,358,0
"2021","E00073515","E00073515",296,296,0
"2021","E00073500","E00073500",426,426,0
"2021","E00073502","E00073502",379,375,4
"2021","E00073504","E00073504",347,347,0
"2021","E00073505","E00073505",219,159,60
"2021","E00073506","E00073506",291,291,0
"2021","E00073508","E00073508",252,252,0
"2021","E00073486","E00073486",381,379,2
"2021","E00073488","E00073488",273,239,34
"2021","E00073489","E00073489",228,228,0
"2021","E00073490","E00073490",278,278,0
"2021","E00073491","E00073491",330,244,86
"2021","E00073492","E00073492",295,295,0
"2021","E00073484","E00073484",265,265,0
"2021","E00073497","E00073497",273,273,0
"2021","E00073498","E00073498",245,245,0
"2021","E00073499","E00073499",238,238,0
"2021","E00073501","E00073501",349,349,0
"2021","E00073503","E00073503",253,253,0
"2021","E00073507","E00073507",166,166,0
"2021","E00074118","E00074118",308,308,0
"2021","E00074119","E00074119",399,399,0
"2021","E00074147","E00074147",400,400,0
"2021","E00074149","E00074149",470,457,13
"2021","E00074153","E00074153",289,289,0
"2021","E00074115","E00074115",387,387,0
"2021","E00074146","E00074146",382,382,0
"2021","E00074148","E00074148",312,312,0
"2021","E00074150","E00074150",266,266,0
"2021","E00074151","E00074151",360,360,0
"2021","E00074116","E00074116",453,448,5
"2021","E00074117","E00074117",302,302,0
"2021","E00074120","E00074120",387,387,0
"2021","E00074121","E00074121",361,361,0
"2021","E00074152","E00074152",284,284,0
"2021","E00074122","E00074122",220,220,0
"2021","E00074123","E00074123",374,374,0
"2021","E00074124","E00074124",328,328,0
"2021","E00074125","E00074125",330,330,0
"2021","E00074129","E00074129",324,324,0
"2021","E00074170","E00074170",389,389,0
"2021","E00074172","E00074172",336,336,0
"2021","E00074173","E00074173",324,324,0
"2021","E00074179","E00074179",368,320,48
"2021","E00074184","E00074184",308,308,0
"2021","E00074155","E00074155",357,357,0
"2021","E00074156","E00074156",338,338,0
"2021","E00074176","E00074176",310,310,0
"2021","E00074182","E00074182",250,224,26
"2021","E00074183","E00074183",283,272,11
"2021","E00074190","E00074190",343,343,0
"2021","E00074159","E00074159",393,393,0
"2021","E00074162","E00074162",315,315,0
"2021","E00074163","E00074163",312,312,0
"2021","E00074165","E00074165",392,392,0
"2021","E00074167","E00074167",289,289,0
"2021","E00074154","E00074154",370,370,0
"2021","E00074160","E00074160",341,341,0
"2021","E00074161","E00074161",479,479,0
"2021","E00074164","E00074164",307,307,0
"2021","E00074166","E00074166",392,392,0
"2021","E00074157","E00074157",308,308,0
"2021","E00074158","E00074158",324,324,0
"2021","E00074171","E00074171",299,292,7
"2021","E00074177","E00074177",261,261,0
"2021","E00074180","E00074180",401,400,1
"2021","E00073560","E00073560",317,317,0
"2021","E00073579","E00073579",253,220,33
"2021","E00073581","E00073581",323,323,0
"2021","E00073582","E00073582",336,336,0
"2021","E00073585","E00073585",350,350,0
"2021","E00073588","E00073588",184,184,0
"2021","E00073580","E00073580",410,410,0
"2021","E00073583","E00073583",307,307,0
"2021","E00073586","E00073586",284,284,0
"2021","E00073587","E00073587",316,316,0
"2021","E00073589","E00073589",135,135,0
"2021","E00073591","E00073591",247,247,0
"2021","E00073590","E00073590",459,459,0
"2021","E00073592","E00073592",287,287,0
"2021","E00073593","E00073593",274,274,0
"2021","E00073594","E00073594",304,303,1
"2021","E00073595","E00073595",302,302,0
"2021","E00073596","E00073596",309,309,0
"2021","E00074168","E00074168",284,284,0
"2021","E00074169","E00074169",322,322,0
"2021","E00074175","E00074175",422,422,0
"2021","E00074178","E00074178",327,327,0
"2021","E00074181","E00074181",380,346,34
"2021","E00074187","E00074187",290,290,0
"2021","E00178067","E00178067",205,205,0
"2021","E00178091","E00178091",293,293,0
"2021","E00074174","E00074174",416,416,0
"2021","E00074185","E00074185",274,274,0
"2021","E00074186","E00074186",348,348,0
"2021","E00074188","E00074188",234,234,0
"2021","E00074189","E00074189",274,274,0
"2021","E00074191","E00074191",396,340,56
"2021","E00073472","E00073472",268,268,0
"2021","E00073477","E00073477",269,269,0
"2021","E00073480","E00073480",283,283,0
"2021","E00174220","E00174220",132,125,7
"2021","E00174275","E00174275",182,182,0
"2021","E00073473","E00073473",451,128,323
"2021","E00073474","E00073474",177,174,3
"2021","E00073476","E00073476",275,275,0
"2021","E00073478","E00073478",235,235,0
"2021","E00073479","E00073479",253,253,0
"2021","E00073481","E00073481",480,480,0
"2021","E00073449","E00073449",207,207,0
"2021","E00073452","E00073452",279,279,0
"2021","E00073453","E00073453",315,315,0
"2021","E00073482","E00073482",395,395,0
"2021","E00073483","E00073483",349,349,0
"2021","E00073450","E00073450",272,272,0
"2021","E00073451","E00073451",278,278,0
"2021","E00073454","E00073454",331,331,0
"2021","E00073456","E00073456",272,272,0
"2021","E00073457","E00073457",220,220,0
"2021","E00073458","E00073458",285,285,0
"2021","E00074131","E00074131",363,363,0
"2021","E00074133","E00074133",280,280,0
"2021","E00074136","E00074136",317,317,0
"2021","E00074137","E00074137",272,272,0
"2021","E00074139","E00074139",331,331,0
"2021","E00074126","E00074126",375,375,0
"2021","E00074127","E00074127",289,289,0
"2021","E00074128","E00074128",321,315,6
"2021","E00074132","E00074132",319,313,6
"2021","E00074135","E00074135",374,374,0
"2021","E00074130","E00074130",355,355,0
"2021","E00074134","E00074134",305,299,6
"2021","E00074138","E00074138",290,290,0
"2021","E00074140","E00074140",253,253,0
"2021","E00074143","E00074143",389,389,0
"2021","E00074141","E00074141",338,338,0
"2021","E00074142","E00074142",333,333,0
"2021","E00074144","E00074144",320,320,0
"2021","E00074145","E00074145",310,310,0
"2021","E00073447","E00073447",260,260,0
"2021","E00073455","E00073455",322,322,0
"2021","E00073462","E00073462",395,395,0
"2021","E00073463","E00073463",204,204,0
"2021","E00073467","E00073467",277,277,0
"2021","E00073471","E00073471",199,199,0
"2021","E00073461","E00073461",211,211,0
"2021","E00073465","E00073465",350,350,0
"2021","E00165771","E00165771",467,467,0
"2021","E00165772","E00165772",138,138,0
"2021","E00073448","E00073448",297,297,0
"2021","E00073464","E00073464",556,289,267
"2021","E00073466","E00073466",425,323,102
"2021","E00073468","E00073468",343,343,0
"2021","E00073469","E00073469",234,234,0
"2021","E00073470","E00073470",363,363,0
"2021","E00073485","E00073485",232,232,0
"2021","E00073493","E00073493",340,285,55
"2021","E00073494","E00073494",358,261,97
"2021","E00073495","E00073495",431,169,262
"2021","E00073496","E00073496",522,354,168
"2021","E00073344","E00073344",247,247,0
"2021","E00073346","E00073346",354,354,0
"2021","E00073348","E00073348",272,272,0
"2021","E00073350","E00073350",361,361,0
"2021","E00073353","E00073353",359,359,0
"2021","E00073345","E00073345",173,173,0
"2021","E00073349","E00073349",333,333,0
